Joy	விடு விடு உங்கவீட்டு கப்சாவா எங்கவீட்டு கம்சாவா உலக அரசியலின் நோக்கம் கட்டாய தடுப்பூசி மனிதருக்கு போட வேண்டும் அதற்க்கு இந்த அடிமைபட்ட நாடும் எச்ச ஊடகமும் நன்றாக வேலை செய்கிறது
Joy	சிம்படா நம்ம நாட்டை ஆழப்போறான் வடா தமிழன்டா நம்ம தலை
Sadness	இதுவே நம்ம பேசுனோம் இந்நேரம்  மாவுகட்டு போட்டு ஹாஸ்பிட்டால்ல படுக்க போட்ருப்பானோ 😂🤣😡
Joy	நிகழ்வை சுவாரசியமாக சொல்லும் விதம் அருமை....
Neutral	வருமானம் இல்லனா சாகதான் செய்யணும் நாங்க தெண்ட அரசு ஊழியர்கள் இல்லவே
Surprise	இனி சீரிலே பாக்க மாட்டேன்
Ambiguous	இதைவிட வேறு சிறந்த டிப்ஸ் இருந்தால் போடுங்க மா  அதாவது பயனுள்ளதாக எங்களுக்கு இருந்தால் தான் மற்றவர்களுக்கும் சேர் பண்ண முடியும் சரியா மா
Ambiguous	அண்ணா ஊஞ்சல் வாங்கிய கடை பெயர் முகவரி தொலைபேசி எண் கிடைக்குமா
Joy	நாம் தமிழர்  வென்றேயாகவேண்டும் பாடுபடுங்கள் வாழ்த்துகள்
Anger	நெற்றிக்கண் திறப்பினும் குற்றம் குற்றமே என்று நக்கீரன் இறைவனையே கேள்வி கேட்ட பெருக்கு ஏற்றார் போல்
Neutral	குடி மகன்கள் ஒரு லைக் போட்டு போங்க..😀😀👍👍
Neutral	ஆப்பூடியா ஆமை சூத்து வாயா
Joy	சபாஷ் 👏👏 ஐயா வாழ்த்துக்கள் 🌾🌾🌾🌾
Joy	தேனினும் இனிய குரல் வளம்
Neutral	அப்போ ஏன் அந்நிய பாஷையில் ஜெபிக்கிறார்கள்
Joy	இனிய பிறந்த நாள் வாழ்த்துக்கள்
Neutral	இதுபோன்ற செய்திகளை நீங்கள் மட்டுமே தருகிறீர்கள். வேறு எந்த ஊடகங்களும் இது போன்ற செய்திகளை ஒரு சிறு துரும்பளவு கூட சொல்வதில்லை. நம் ஊடகங்களுக்கு அறிவு இருப்பதாக தெரியவில்லை.
Anticipation	எதிர் அணியில் இருப்பவர்கள் எல்லோரும் தமிழை தாய் மொழியாக கொண்டவர்கள் அல்ல
Sadness	சீமானால ரொம்ப பாதிக்கப்பட்டுள்ளான்....
Neutral	உண்மை பதிவு காலம் பதில் சொல்லும்.......
Joy	பரிசுத்த தேவனுக்கு ஸ்தோத்திரம். ராஜாதி ராஜாவுக்கு ஸ்தோத்திரம். அகிலமும் படைத்த வல்லவருக்கு ஸ்தோத்திரம். உங்க கிருப போதும் தேவனே. நன்றி.
Trust	மனிதர்கள் கடவுள் அல்ல கடவுளுக்கு என்று தனி தன்மை உண்டு
Sadness	கடவுளே அந்த குழந்தைக்கும் தாய்க்கும் ஆன தூரத்தை சீக்கிரம் குறைத்து சேர்த்து விடு... மீண்டும் வா சுர்ஜித்.......
Anticipation	மருத்துவமனைகள் அதிகப்படியாக வசுலிப்பது நடக்கிறது தான் இல்லையென்று கூறவில்லை ஆனால் அதே நேரத்தில் தன் உயிரை பணயம் வைத்து தான் மருத்துவர்கள் நர்சுகள் வேலை செய்கின்றன்ர் அதற்கு என்ன விலை.... மாஸ்க் போடுவதில்லை....இடைவெளியை கடைபிபடிப்பதில்லை...வெளியே சுற்றுவது.....ஆனால் இது போன்ற நியாயங்களை மட்டும் பேச வேண்டும். நோய் வந்தவுடன் இவ்வளவு கவனம் செலுத்தும் இவர்கள் நோய் வராமல் இருக்க வேண்டிய வழிமுறைகளை பின்பற்றலாமே...
Neutral	முதல் குற் ற வாளி  ஸ்ரீதர்
Neutral	மிக சிறப்பு நாகராஜன் அவர்களே
Neutral	நாம் தமிளர் கட்சி நல்ல கட்சிதான் ஆனால் சீமான் ஒரு சரியான குடிகாரன் ஆச்சு குடிகாரன் பேச்சு விடிஞ்சா போச்சு ஆனாலும் எனது ஓட்டு நம் தமிழர்க்கு
Neutral	நம்பாதே மறுபடியும் உன்னை போராடச் செய்து மீதி இருக்கும் கனத்தையும் அழித்து விடுவான் தமிழர்கள் அனைவரும் அதிகம்  குழந்தைப் பெற்று கல்வி தொழில் வேலைவாய்ப்பு அனைத்து துறையிலும் முன்னேறி கண் கிராமம் தன்னுடைய நகரம் வளர்ச்சி அடைய பாடுபடவேண்டும் உலகில் உள்ள தமிழர்களை ஒருங்கிணைத்து அவர்கள் மூலம் ஆன்மிகம் சுற்றுலா இயற்கை மருத்துவம் உலகை வழிநடத்தும் அளவுக்கு நாம் முன்னேற வேண்டும் கல்வியில் இதற்கு ஒரே ஒரு ஆதரவை கையில் எடுத்தால் போதும் பாரதத்தில் உள்ள ஆர்எஸ்எஸ் அமைப்பு  அதன் அமைப்பு ஸ்ரீலங்காவில்  ஹெச் எஸ் எஸ் என்று உள்ளது உணவில் 50 நாடுகளில் உள்ளது அவர்களின் உதவியோடு ஸ்ரீலங்காவை வளப்படுத்த முயற்சி செய்யுங்கள்! கிறிஸ்தவர்கள் வயோ இஸ்லாமியர்கள் கம்யூனிஸ்ட்  நம்பாதீர்கள் உங்கள் பெரிய கொலைகாரர்கள்  ஏற்கனவே 40 ஆண்டு கால அனுபவம் உங்களுக்கு இருக்கும்
Joy	800.எபிசேரடு ரேஜா தெரடர் வாழ்த்துக்கள் சரியா ரேஜா...
Neutral	தளபதி விஜய் ஆனால் தல அஜித்  மட்டும் வெறும் அஜீத் நல்ல நடுநிலை 👌
Trust	மாணவர்கள்  அளவில் விசாரணை  கொண்டு செல்லப்பட வேண்டும். பல  உண்மைகள் வெளிவர  வாய்ப்பு உள்ளது.
Neutral	நம்பா மக்கள் திருந்தாதுங்க
Ambiguous	மெலோடின் எத்தனை வயது வரை சுரக்கும்
Neutral	முதலில் திமுக்காவிர்க்கு ஓட்டு பொட்டவர்க்கு அடிக்க வொண்டும் அடியா
Anticipation	ஏர்பேக் வைக்க சொல்றீங்க.... தரமாகவும் விலை குறைவாகவும் வைக்கச் சொன்னால் நல்லா இருக்கும்
Neutral	ஓம் நமசிவாய ஓம் சிவாயநம ஓம் சிவ சிவ 🙏🤲🙏
Neutral	நாம் தமிழர் கட்சியில் நான் நேசிக்கும் மிகச்சிறந்த பேச்சாளர் தம்பி ஹிம்லர். ஒருநாள் சந்திக்க வேண்டும். கன்னியாகுமரி மாவட்ட நிர்வாகிகளை பாராட்ட வார்த்தைகள் இல்லை.
Ambiguous	கொல்லிமலை அருகில் இருக்கா சகோ திருச்சி லிருந்து எத்தனை கி.மீ
Neutral	திமுக வுக்கு செம்பு தூக்கும்வரை இப்படிதான் ஆதிதிராவிடன் பூரிதிராவிடன்னு சொல்வாங்க.
Anger	திருடனை பிடிக்க வக்கில்ல
Neutral	நாங்கெல்லாம் செத்தாலும்.இயற்கையயும் விலங்கு புறா வாய் இல்லா ஜீவன்களை ஒன்னும் செய்யாத கொரானா ப்ளீஸ்🙏
Ambiguous	நமச்சிவாய பதிகம் விளக்கம் தர முடியுமா மேடம்
Anticipation	திமுக ஒழிந்தால் மட்டுமே தீவிரவாதம் ஒழியும் தமிழகத்தில்.
Love	ஓம் சாய் ராம் ஜெய் சாய் ராம் ❤❤🙏🙏🙏
Trust	உண்மைதான் அண்ணா இந்த கொடிய சாதிதான் அவனவனை மதம் மாறவைத்தது
Joy	நீ ஒரு ஈன பிரவிதாடா சிக்கா மாமா 👆🤣🤣🤣
Sadness	விடுங்க சின்ன சம்பவம் ஒரு 2000 ரூ சேதம் அதானே?
Neutral	ஜாமான் முன்னேற்ற கழகம் 😆🙈
Neutral	செம செம பாட்டு
Neutral	நல்ல முறையில் மாற்றம்
Neutral	காசுக்கு மாசு கூட்டத்துக்கு ஓட்டு போட்டு நல்லவர்களை புறகனித்த முட்டா மக்கள்.
Neutral	சிறந்த சொற்பொழிவு ... தமிழ் ... என்ன ஒரு அழகான மொழி .. காதுகளுக்கு கூட தேன் ... நன்றி .. தயவுசெய்து மேலும் தலைப்புகளை சொற்பொழிவு செய்யுங்கள் ...
Anger	ஏன்டா கரோனா பசி கொடுமைல கூட 1000/-தான டா குடுத்தீங்க 😏
Sadness	கல்லா கட்ட மருந்து மாபியாக்கள் இந்த பிச்சைகார டாக்டர்களை வச்சு பேச சொல்றானுங்க.
Neutral	நன்றி. ஆமாம். காக்கை குருவி நம்ம ஜாதி தான்
Love	🙏❤🌹ஓம் சாய் ராம் 🌹ஸ்ரீ சாய் ராம்🌹 ஜெய் ஜெய் சாய் ராம் 🌹சாய் அப்பா நீங்களே துணை🌹❤🙏
Ambiguous	செல் முருகன் சார் எங்கே அம்மா
Neutral	கடைசி வரைக்கும் அந்த பொண்ணு யாருன்னு சொல்லவே இல்ல
Disguist	ஓரு புட்டை நடக்காது
Sadness	😭😭😭😭😭😭நான் ஒரு அரசு பள்ளி ஆசிரியர் என்னால தாங்க முடில காலைலேந்து
Anger	ஜாதி பத்தி நீ தான் பேசுற
Joy	சரியான தேர்வு.... ❤❤
Ambiguous	தண்டனை கடுமையாக இருந்தால்
Ambiguous	சூரியகிரகனதன்று கடன் வாங்கிய பணத்தை திருப்பிக் கொடுக்கலாமா?
Anticipation	￰பாலகிருஷ்ண￺ன் அவர்களுக்கு  சீமான்  பேசியது  புரியவில்லை என்று  நினைக்கிறேன்...
Joy	என் உயிர் கருப்பசாமி 🙏🙏🙏🙏🙏🙏🙏🙏🙏
Neutral	செல்வ வளம் தரும் மந்திரம் சொல்லுங்க
Joy	மிகவும் பிடித்தது விவசாயம்  அருமையாக உள்ளது
Neutral	அருமை யான தொகுப்பு.. 👍
Neutral	ஆத்ம வணக்கம் 🙏🏻
Ambiguous	அக்கா நன்நா இல்லை
Ambiguous	யார் தமிழன்? ஊரை ஏமாத்துபவன் தமிழன் ஆகி விட முடியுமா? உண்மையான தமிழன் யார்? என்னதான் உண்மையை சொன்னாலும் எல்லாம் காலம் கடந்த செயல். பல தல முறைகளை கடந்தாகி விட்டது. இன்றைய தலைமுறை லட்டுக்கு துட்டு
Neutral	சுயநலம் இல்லாத  மனிதர்
Sadness	ரொம்ப கேவலமா இருக்கு
Ambiguous	உன் வீடு எங்க இருக்கு 😁😁😁☺️☺️☺️☺️
Neutral	சார் மோட்டர் ரிப்பேர் எப்படி செய்வது டைலரிங் மெஷின் மோட்டார் மோட்டாரில் தீப்பொறி வருது அதற்கு என்ன செய்ய வேண்டும் ப்ளீஸ் சார் சொல்லுங்க
Neutral	காலை வணக்கம் தலைவரே
Joy	90கிட்ஸ் வேற லெவல்
Neutral	சனியன் கள்ளகாதல் லா இருந்தருக்கும் அதான் வரல
Neutral	பாலா மாமா உடன் இப்போது எப்படி பட்ட உறவு இருக்கிறது....விக்ரமுக்கு...
Trust	ஹர ஹர சங்கர ஜெய ஜெய சங்கர🙏
Neutral	இங்க ரேஷன் கடையில் உளுந்து போடுறாங்க பா.... அவங்க பொய் சொல்லல பா ...
Neutral	தமிழர்களாய் ஒன்று இனைவோம் .
Love	சிறப்பு அண்ணா சரியாகச்சொன்னீர்கள் நாம் தமிழர்
Ambiguous	சமணர்களை கழு ஏற்றியவர் யார்?
Anger	இந்த மூஞ்சுஎப்டீ பார்த்தாலும் அப்டிதா இருக்கு💦
Neutral	சொம்பு தூக்கி பாலிமர்
Sadness	இப்போது குடும்பம் அழகிறார் ஆனால் மிக விரைவில் தமிழக மக்கள் அழுகுவார்கள்ன
Anticipation	ஊடகம் நீங்க போய் வீடியோ போட்டோ எடுத்திங்கள! இனி அங்கயும் கொரோனா பரவிடும்
Joy	நண்பர்கள் அனைவருக்கும் இந்த சிஸ்டர் வாய்ஸ் நல்லா இருக்கு புதிதாய் வருபவர்களுக்கு ஊக்கத்தைக் கொடுக்கவும் நன்றி நண்பர்கள் அனைவருக்கும்
Joy	அருமையான சமையல் என்றாலே அது அம்மா சமையல் தான். உங்களது வார்தைகள் எனக்கு மிகவும் பிடித்துள்ளது.அம்மா நன்றி அம்மா 👌👌
Ambiguous	ஐயா நாங்க வாடகை வீட்டில் வசித்து வருகிறோம் அதன் கதவு நிலைகாலில் நெருப்பு எரிந்து கருப்பா இருக்கு அதில் எதாவது பிரச்சனையா
Neutral	அப்பன் மகனை பற்றிய கதை கேட்டேன்.... இரண்டு பேரும் அடித்துக்கொள்வது போல் இருந்தாலும் பரவாயில்லை
Neutral	நீ ஆடு தல
Ambiguous	எனக்கு  கண்ணம் உங்களுக்கு ஏற்கனவே . இருந்த மாதிரி இருக்கிறது. அதற்கு  உண்டான பயிற்சி எத்தனை தடவை செய்யனும். எப்பொழுது செய்யனும் அக்கா
Neutral	தவறு செய்தால் கண்டிப்பாக தண்டனை உண்டு எனற நிலை வந்தால் தான் குற்றங்கள் குறையும் ஜக்கி போன்ற போலி சாமியார்கள் வேடம் விரைவில் வெளிச்சத்துக்கு வரும் என்று நம்புவோம்
Anticipation	அடிப்பட்ட சிங்கத்தொட மூச்சு காத்து கர்ஜனாயவிட பயங்கரமா இருக்கும்!
Neutral	ஒன்று மட்டும் மிக தெளிவாக புரிகிறது. இந்த உலகத்தின் சினிமாவால் ஒருவேளை திறமை உள்ள மனிதனுக்கு பணம் கிடைக்கலாம் பெயர் புகழ் கிடைக்கலாம் ....ஆனால் உண்மையான கடவுளிடமிருந்து வருகிற சமாதானத்தை இந்த உலகத்தில் எந்தப் பணமோ பெயரோ புகழோ சினிமாவோ வேறு எந்த சக்தியோ ஒரு மனிதனுக்கு தர முடியாது ... சினிமா சீரியலில் நடிக்க வேண்டும் என்ற ஆசையோடு அலைந்து திரியும் சகோதர சகோதரிகளே மனம் திரும்புங்கள்
Neutral	செம பங்கம் இருக்கும் யா
Neutral	மக்கள் இயக்க மன்னவன் எங்கள் தளபதி விஜய்
Surprise	ஆட்டை கடித்து மாட்டை கடித்து மனிதனை கடித்தது எத என உங்களுக்கு புரியும்.
Joy	மிக்க மகிழ்ச்சி அக்கா💕❤️❤️🙏🏼🙏🏼👌👌👌👋
Disguist	நாள் முழுவதும் மாஸ்க் போட்டால் ஆரோக்கியமா? கொரோனா என்று சொல்லி பாமர மக்களிடம் எதிர்மறை எண்ணங்களை விதைக்கும் உங்களை போன்ற மீடியாக்கள்தான் முதலில் அழிக்கப்பட வேண்டும்.
Ambiguous	6 கோடி கடன வச்சிகிட்டு எப்படிதான் ஓட்டு கேட்டு வர மனசு வருதோ தெரியல.இரு கட்சிகளுமே இன்னும் நிறைய சாராய  ஆலைகளையும்
Love	மாவீரர்களுக்கு வீர வணக்கம்.. நாம் தமிழர்..
Neutral	புலிகளின் தாகம் தமிழீழத் தாயகம்
Neutral	நீங்க ஒரு வில்லேஜ் விஞ்ஞானி பாஸ்
Love	தாய்மாமன் உரிமைடா கள்ளர்கள்
Love	எங்களுக்கும் தமிழ்நாட்டு மக்கள் எண்டா மிகவும் விருப்பம்.
Neutral	நீ அரசியல தேவையே இல்லை நீ போகவேண்டிய இடம் வேற
Sadness	என்ன பண்றது தமிழன் நிலைமை இப்படி ஆய்டுச்சு
Neutral	உண்மையை சொன்ன உங்களுக்கு நன்றி
Love	டாட்டா கம்பிகள் வலிமையானது அதன் ஓனர் மனம் மிகவும் இளகியது
Neutral	காதல்..   தமிழ் கலாச்சாரம் கிடையாது
Anticipation	ஐயா நீங்கள் சொல்வது நன்றாக உள்ளது. உடன் பிறந்தவர்கள் எப்படி இருப்பார்கள் என்பதை பற்றி சொல்லி இருந்தால் இன்னமும் சிறப்பாக இருந்திருக்கும்.
Love	நன்றி அண்ணா 🙏🙏🙏🙏🙏
Trust	நிறைய இராண்டாம் கட்ட தலைவர்கள் தேவை.அவர்களை முன்நிலை படுத்த வேண்டும்.தெண்டர்கள் தலைமையை எளிதில் அணுகக்கூடிய நிலை இருந்தால் தான் அனைவரின் கருத்தும் எட்டும்.
Neutral	நண்பன் போலே  யாரும்  இல்ல
Disguist	ஓட்டுக்கு பணம் கொடுத்து வெற்றி பெறும் எந்த கட்சியும் நல்லது செய்யும் என்பதை மனம் ஏற்க மறுக்கிறது இதில் இரண்டு திராவிட கட்சியும் அடங்கும்
Neutral	விமர்சனம் யார்வேன்டுமானாலும் செய்யலாம்.... ஆனால் இது உள்மனதோடு முதல்வர் செய்த உதவி. வாழ்க ஸ்டாலின் அய்யா... குட்டிஸ் ஸ்டாலின் அன்கிள் சொல்லுங்க
Trust	வேரு வழி ஏதாவது இருக்கிறதா நான் தமிழன் சாகும் வரை முயச்சிப்பேன்
Anticipation	சாட்டையின் அடி தொடரட்டும்.....
Sadness	தமிழரின்  வேலை வாய்ப்புகளை தட்டி பறிக்கும்(தமிழே தெரியமல் தமிழில் 100மார்க் வாங்கி) வட மாநில இளைஞர்கள் பத்தி பதிவிடுங்கள் தம்பி.
Trust	ஐயா உங்கள் பணி சிறக்க வாழ்த்துக்கள் ஐயா
Trust	அல்லாஹ் எனக்கு .நான் நாடியாதை. கொடுப்பவர் அல்லாஹ். ஆமின்
Neutral	அண்ணனின் பாதுகாப்பை பலப்படுத்தவும். அண்ணனை யாரக இருந்தாலும் சந்திக்கவந்தாலும் பலத்த சோதனைக்குப்பிறகு அனுமதிக்கவும் ஈழ தமிழன் பிறான்ஸ்.
Ambiguous	அண்ணா விசை படகு என்ன ஆச்சு
Neutral	மிகவும் அருமையான பாடல் சொந்தம் என்று சொல்லிக்கொள்ள நீர் மட்டும் தான் இறைவா
Trust	ஓம் ஸ்ரீ சாய் ரம்
Trust	இறைவன் நாடினால் இவனை விட சிறந்தவன கொண்டு வருவான்
Anticipation	நண்பா பாண்டிய மன்னர்களின் வரலாற்றை பற்றிய ஒரு வீடியோ பதிவிடுங்கள்
Neutral	பொய் நிறை காளியம்மாள் வாய்ப்பு இல்லை ராஜா
Neutral	ஐயா உங்க வேலைய கெடுக்க முயற்சி செய்து கொண்டு இருக்கிறார்கள். உங்க நேரத்தை இந்த நாய்களுக்கு வீண்ணாக்காதீர்கள்
Neutral	தலித்களை  ஏமாற்ற தான் .
Neutral	அவா தொழிலை சொல்றா
Joy	மைலம் சட்டமன்ற தொகுதியில் உங்களை பின்தொடர்பவர்களுக்கு நல்லா இருக்கும் திண்டிவனதில் ஒரு பஸ் ஸ்டாப் கட்டவேண்டும் 🙏🙏🙏இது உங்கள் ஆட்சியில் நடந்தால் நல்லது🙏
Ambiguous	மனிதாபிமானம் என்பது உங்களுக்கு இல்லையா
Anticipation	தன் படம் ரிலீஸ் ஆகும்போது தன் ரசிகர்களுக்கு அறிவுரை சொல்லுங்கள் விஜய்
Love	எம்ஜிஆர் என்றுமே எதிர்க்கட்சித் தலைவராக இருந்தது கிடையாது என அவர் இருக்கும் வரை அவர்தான் முதலமைச்சர்
Ambiguous	கடல்  மீனுக்கு சொந்தமா
Trust	பள்ளி கல்வித்துறைக்கான அமைச்சரும் சிறப்பாக பணியாற்றுவார்.
Ambiguous	அப்ப ஏன் அறைவேன்
Neutral	எங்க செட்டிநாட்டு பகுதியில் நாங்க வெறும்  கவுணி அரிசின்னுதான் சொல்லுவோம்!
Anger	இன்னும் எத்தனை நாளைக்கு தான் இட ஒதுக்கீடு பத்தி பேசபோராணுவ
Trust	கொள்ளையடிக்கும் கும்பலுடன் போராடியே சாதிக்கலாம் என்பது நியதி
Neutral	இவர்கள் அனைவரும் சீமான் உட்பட தெளிவு இல்லாமல் பேசுகிறார்கள்.சீமானை கொன்றாலும் தமிழ் தேசியம் அழியாது என்று சீமான் பேசி இருந்தால் அதனை வரவேற்கத்தக்கதாக இருந்திருக்கும் ஆனால் அவர் அவ்வாறு பேசவில்லை.
Neutral	மலைவாழ் மக்களின் சராசரி கல்வியறிவு பெற தொண்டு நிறுவனங்கள்
Surprise	எங்கள் பிள்ளைகள் மட்டுமல்ல நாங்களும் ஆவலாயிருக்கிறோம்
Disguist	கடைசில ரொம்ப சூப்பரா இருக்குனு சொல்ல முடியாது 50 ரூபாய்க்கு பரவாயில்லைனு சொல்லி டம்மி பன்னிட்டியே ப்ரோ😂😂😂😂😂😂😂
Ambiguous	நாம்  தமிழர்  கட்சியில் சீமான்  அவர்களை  தவிர  வேறு யாரையும்  தெரியாமல்தான் ஓட்டு  போட்டார்களா?30 லட்சம்  பேரும்  அவ்வளவு  முட்டாள்களா? நாம் தமிழர்  வேட்பாளர்களின்  களப்பணி பற்றி  பாண்டேவுக்கு தெரியாதா?
Joy	சங்கிகள் ஊபிக்கள் கொத்தடிமைகள் கதறல் அதிகமாக உள்ளது இதேபொல் இன்னும் இரண்டு காணொளியை வெளியிட்டால் அம்புட்டு பயலூம் செத்துருவாய்ங்க போல 😀😁😃
Neutral	அக்கா நீங்க நல்லா கலகலன்னு பேசுறீங்க இப்படிதான் இருக்கனும்
Neutral	துண்டு சீட்டை ஒழுங்காக படிக்க சொல் பில்டப் எதுக்கு
Neutral	எண்னடா உன்மைய சொன்னால் உன் குடும்பம் வீதிக்கா வந்து விடும் இப்படிதான்டா பண்னிங்க அம்மாவ
Trust	நாம் தமிழர் கட்சி 💪💪💪💪💪💐💐💐💐💐
Surprise	மீண்டும் ஒரு பொள்ளாச்சியா...😱😱😱
Neutral	நல்ல முன்னேற்றமான அரசியல்.
Sadness	மக்கள் தானே கவலை படனும்
Sadness	பெருந்தோற்று பரவலுக்குடாஸ்மாக் கடையே காரணம் அடைப்பு இல்லையா? 😥😢😂
Neutral	நியுஸ்7 சேனலுக்கு நன்றி பின்னனி குரல் அருமை
Anticipation	ஒப்பந்த அடிப்படையில் வேலை வேண்டாம் தயவு செய்து எந்த ஒரு சலுகைகளை வழங்க வேண்டாம் பணி நிரந்தரம் மட்டும் செய்யுமாறு வேண்டுகிறேன் நன்றி
Neutral	அந்த பையன் கொஞ்சம் மனசு இறங்கி வந்துருக்கலாம் உங்கம்மா கூட போனு சொல்லிருக்கலாம்...😔
Joy	மகிழ்ச்சி அய்யா பெரியார் வாழ்க அம்பேத்கர் வாழ்க
Neutral	அப்பா எனக்கு குழந்தை பாக்கியம் தருங்கள் அப்பா ..... 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
Joy	😂😂😂👌சிரிப்பு அடக்க முடியல பா வெறி சூப்பர்
Neutral	உங்கள் கேள்விகளுக்கு தேர்தல் பதில் சொல்லூம்...........வெல்லூம் ஒரு நாள் தமிழும் தமிழனும்..........
Trust	நான் கமண்ட் செய்திருக்கும் சனல் தான் எனது யூடியூப் சனல். நீங்க சப்ஸ்கிரைப் செய்தால் பெரிய உதவியாக இருக்கும் உறவுகளே. என்னை ஊக்கப்படுத்தும். அப்போது தான் தொடர்ந்து காணொளிகளை பதிவேற்றம் செய்ய உந்துசக்தியாக இருக்கும்.நன்றி.
Trust	என்னைக்குமே இயற்கை வைத்தியம் தான் நிலைத்து நிற்க்கும்..
Neutral	786 417 என்னிடம்‌ உள்ளது.
Ambiguous	விகடன் போன்ற பராம்பரிய பத்திரிகை தரம் தாழ்ந்து கார்ட்டூன்கள் வெளியிடுவது வெட்கம் கெட்ட செயல். இது யாரை குஷிப்படுத்த? இனி மேலாவது நாகரிகமான முறையில் நடந்து கொள்ளுங்கள்.
Neutral	போர் என்றால் மக்கள் சாவத்தான் செய்வார்கள் என்று ஜெயில்லலிதா  கூறியது
Joy	அருமயான தெளிவான பேச்சு வாழ்த்துக்கள்  நாம்தமிழர்
Trust	வைக்கலாம் ஆனால் இரண்டு உணவு வேளை மட்டுமே உபயோகிக்கவும். ஏனெனில் முன்றாவது உணவு வேளையில் மாவு புளித்து விடும்
Neutral	வடை மெது வடை
Neutral	குடிமக்கள் செய்யும் குற்றத்தை ஆராய்ந்து விருப்பு வெறுப்பு இல்லாமலும்.நடுநிலையோடு குற்றத்திற்கு
Anger	என்ன சூர்யா போலீஸ் தானே  இந்த வீட்டில நடக்குரத கூடவா புரிக்க முடியல   பாவம் கயல்.   அவலுக்காக எதுமே  பேசுர மாதிரி தெரியலையே சூர்யா.   பாவம் இந்த தனம்மா மட்டும் தான் பேசுராங்க.   சூர்யா அமைதியாவே இருக்காரு.  😡🇱🇰💘
Sadness	விவேக் சார் ஆத்மா சும்மா விடாது.பணத்துக்கு ஆசை பட்டு  கொரோனா ஊசியை அமுலுக்கு கொண்டு வந்திங்க.அதே ஊசில தான் உங்களுக்கு கடைசி ஊசி ஆக போகுது
Neutral	நான் ஒரு விவசாயி.. அவ்வளவு தான்...
Neutral	சத்தியமாக அந்த வினாத்தாளை பார்த்தவுடன் எனக்கு தோன்றியதை அப்படியே சொல்கிறீர்கள்....எனக்கு தன்னம்பிக்கை அதிகரிக்கிறது....👍👍👍🥀🥀
Neutral	அதுவும் வேறயாராவது எழுதி கொடுத்ததா இருக்கும்
Anger	வாய் இருக்குனு பேசக்கூடாது 🔪
Ambiguous	அம்மன் சல்லிக்கு ஆகாது
Anger	அவர் என்ன நன்மை செய்தார் விடுதலைப்புலிகளை அழித்தார் தமிழ்நாட்டுக்க கலவரத்தை தூண்டிவிட்டு மக்களை சாக அடித்தார் அதுதான் அவர் செய்த நன்மை
Neutral	தனி மனித தாக்குதல் இல்லை என்றால் திரு திருமா மற்றும் ஸ்டாலின் கொள்கை பற்றியும் பேசவும்.திரு மைனர்...
Neutral	எனது எண்ணமும் அதுவே. எனக்கு நிறைய ஆசைகள் உள்ளன. அவை அணைத்தும் நிறைவேறும்வரை எத்தனை பிறவி வேண்டுமானாலும் தயார். அதுவரை இந்த கோவிலுக்கு செல்ல விருப்பமில்லை.
Neutral	இங்கு வரலாறு என்பதே தேவைக்கேற்ப மாற்றி அமைக்கப்பட்டது # களப்பிரர்கள் தான் சரியான அரசர்கள்
Joy	சூப்பர் அண்ணா. அப்பா பெயரை பதிவு செய்து தலீத் இன மக்களின் வெற்றி. அன்புடன் வரவேற்று பீமாராவ் தனுஷ் சாம்பவனார்ஜீ. சேலம் மாநகரம்
Anger	காவல் அதிகாரி தண்டிக்க படுவேண்டும்
Sadness	எனக்கு கண்ணுல தண்ணி வந்துருச்சு
Sadness	மருந்து கண்டுபிடிக்க. 7ஆம் அறிவு    படத்த பாருங்காடா இது என்னா படமா 😭😭😭😭😭
Ambiguous	ஸ்டாலின் ஜாதகம் எவ்வளவு நம்பகத்தன்மை உடையது. கடவுள் நம்பிக்கை இல்லாத ஒரு குடும்பம் டயத்தை சரியாக நோட் பண்ணி இருப்பார்களா. ஓரிரு நிமிடங்கள் தப்பாக இருந்தாலும் ஜாதகமே மாறிவிடும்.
Neutral	மயிறு மாட்ட குழுகூட ஆலோசனை எடுங்க. எப்பவும் ஆலோசனை மட்டும்தா அதற்கு தீர்வு எப்போ கிழிப்பிங்க
Sadness	70 வருடமாக ஒரே தப்பு தான் திரும்பத் திரும்ப  செய்கிறீர்கள்
Joy	வாழ்த்துக்கள் தம்பி நிச்சயம் ஒரு நாள் உங்கள் உங்கள் திறமையை இவ்வுலகமே பாராட்டும்👏👏👏👏👏👏👏👏
Joy	அம்சலேகா மியூசிக் இன்று வரை சலிக்கவில்லை
Neutral	இவர் பாேல யாராலும் ஆட்சி செய்ய முடியாது
Disguist	இவங்களே பாட்டி மாதிரி இருக்காங்க
Neutral	தமிழ் நாட்டு சட்ட சபையில் 7 மந்திரிகள் தெலுங்கர்கள்
Ambiguous	உன்னோட தலைப்பை கொஞ்சு பாரு டா. இப்படியும் ஏமாதனுமா
Neutral	தமிழ்ல கேள்வி கேக்க மாட்டியா உனக்கு தமிழ் தெரியும்ல .சக்கிலா அம்மா உன்னைய கேள்வி கேட்டதெல்லாம் மறந்திடுச்சா ஒழுங்கா இனிமேல் தமிழ்ல எல்லாருக்கும் புரியிற மாதிரி பேசு
